Name	Xpos(f)	Ypos(f)	XposEnd(f)	YposEnd(t)	Xpos(i)	Ypos(i)	XposEnd(i)	YposEnd(i)
DarkAlchemy_Node_09_Disabled	0.845215	0.372559	0.876465	0.403809	1731	763	1795	827
DarkAlchemy_Node_09_Mouseover	0.877441	0.372559	0.908691	0.403809	1797	763	1861	827
DarkAlchemy_Node_10_Pushed	0.909668	0.372559	0.940918	0.403809	1863	763	1927	827
DarkAlchemy_Node_10_Enabled	0.941895	0.372559	0.973145	0.403809	1929	763	1993	827
DarkAlchemy_Node_10_Disabled	0.426270	0.404785	0.457520	0.436035	873	829	937	893
DarkAlchemy_Node_10_Mouseover	0.458496	0.404785	0.489746	0.436035	939	829	1003	893
DarkAlchemy_Node_11_Pushed	0.490723	0.404785	0.521973	0.436035	1005	829	1069	893
DarkAlchemy_Node_11_Enabled	0.522949	0.404785	0.554199	0.436035	1071	829	1135	893
DarkAlchemy_Node_11_Disabled	0.555176	0.404785	0.586426	0.436035	1137	829	1201	893
DarkAlchemy_Node_11_Mouseover	0.587402	0.404785	0.618652	0.436035	1203	829	1267	893
DarkAlchemy_Node_12_Pushed	0.845215	0.533691	0.876465	0.564941	1731	1093	1795	1157
DarkAlchemy_Node_12_Enabled	0.651855	0.404785	0.683105	0.436035	1335	829	1399	893
DarkAlchemy_Node_12_Disabled	0.684082	0.404785	0.715332	0.436035	1401	829	1465	893
DarkAlchemy_Node_12_Mouseover	0.716309	0.404785	0.747559	0.436035	1467	829	1531	893
DarkAlchemy_Node_13_Pushed	0.748535	0.404785	0.779785	0.436035	1533	829	1597	893
DarkAlchemy_Node_13_Enabled	0.780762	0.404785	0.812012	0.436035	1599	829	1663	893
DarkAlchemy_Node_13_Disabled	0.812988	0.533691	0.844238	0.564941	1665	1093	1729	1157
DarkAlchemy_Node_13_Mouseover	0.845215	0.404785	0.876465	0.436035	1731	829	1795	893
DarkAlchemy_Node_14_Pushed	0.877441	0.404785	0.908691	0.436035	1797	829	1861	893
DarkAlchemy_Node_14_Enabled	0.909668	0.404785	0.940918	0.436035	1863	829	1927	893
DarkAlchemy_Node_14_Disabled	0.941895	0.404785	0.973145	0.436035	1929	829	1993	893
DarkAlchemy_Node_14_Mouseover	0.426270	0.437012	0.457520	0.468262	873	895	937	959
DarkAlchemy_Node_15_Pushed	0.458496	0.437012	0.489746	0.468262	939	895	1003	959
DarkAlchemy_Node_15_Enabled	0.490723	0.437012	0.521973	0.468262	1005	895	1069	959
DarkAlchemy_Node_15_Disabled	0.522949	0.437012	0.554199	0.468262	1071	895	1135	959
DarkAlchemy_Node_15_Mouseover	0.555176	0.437012	0.586426	0.468262	1137	895	1201	959
DarkAlchemy_Node_16_Pushed	0.587402	0.437012	0.618652	0.468262	1203	895	1267	959
DarkAlchemy_Node_16_Enabled	0.619629	0.437012	0.650879	0.468262	1269	895	1333	959
DarkAlchemy_Node_16_Disabled	0.651855	0.437012	0.683105	0.468262	1335	895	1399	959
DarkAlchemy_Node_16_Mouseover	0.684082	0.437012	0.715332	0.468262	1401	895	1465	959
DarkAlchemy_Node_17_Pushed	0.716309	0.437012	0.747559	0.468262	1467	895	1531	959
DarkAlchemy_Node_17_Enabled	0.748535	0.437012	0.779785	0.468262	1533	895	1597	959
DarkAlchemy_Node_17_Disabled	0.780762	0.437012	0.812012	0.468262	1599	895	1663	959
DarkAlchemy_Node_17_Mouseover	0.812988	0.437012	0.844238	0.468262	1665	895	1729	959
DarkAlchemy_Node_18_Pushed	0.845215	0.437012	0.876465	0.468262	1731	895	1795	959
DarkAlchemy_Node_18_Enabled	0.877441	0.437012	0.908691	0.468262	1797	895	1861	959
DarkAlchemy_Node_18_Disabled	0.909668	0.437012	0.940918	0.468262	1863	895	1927	959
DarkAlchemy_Node_18_Mouseover	0.941895	0.437012	0.973145	0.468262	1929	895	1993	959
DarkAlchemy_Node_19_Pushed	0.426270	0.469238	0.457520	0.500488	873	961	937	1025
DarkAlchemy_Node_19_Enabled	0.458496	0.469238	0.489746	0.500488	939	961	1003	1025
DarkAlchemy_Node_19_Disabled	0.490723	0.469238	0.521973	0.500488	1005	961	1069	1025
DarkAlchemy_Node_19_Mouseover	0.522949	0.469238	0.554199	0.500488	1071	961	1135	1025
DarkAlchemy_Node_20_Pushed	0.555176	0.469238	0.586426	0.500488	1137	961	1201	1025
DarkAlchemy_Node_20_Enabled	0.587402	0.469238	0.618652	0.500488	1203	961	1267	1025
DarkAlchemy_Node_20_Disabled	0.619629	0.469238	0.650879	0.500488	1269	961	1333	1025
DarkAlchemy_Node_20_Mouseover	0.651855	0.469238	0.683105	0.500488	1335	961	1399	1025
DarkAlchemy_Node_21_Pushed	0.684082	0.469238	0.715332	0.500488	1401	961	1465	1025
DarkAlchemy_Node_21_Enabled	0.716309	0.469238	0.747559	0.500488	1467	961	1531	1025
DarkAlchemy_Node_21_Disabled	0.748535	0.469238	0.779785	0.500488	1533	961	1597	1025
DarkAlchemy_Node_21_Mouseover	0.780762	0.469238	0.812012	0.500488	1599	961	1663	1025
DarkAlchemy_Node_22_Pushed	0.812988	0.469238	0.844238	0.500488	1665	961	1729	1025
DarkAlchemy_Node_22_Enabled	0.845215	0.469238	0.876465	0.500488	1731	961	1795	1025
DarkAlchemy_Node_22_Disabled	0.877441	0.469238	0.908691	0.500488	1797	961	1861	1025
DarkAlchemy_Node_22_Mouseover	0.909668	0.469238	0.940918	0.500488	1863	961	1927	1025
DarkAlchemy_Node_23_Pushed	0.941895	0.469238	0.973145	0.500488	1929	961	1993	1025
DarkAlchemy_Node_23_Enabled	0.426270	0.501465	0.457520	0.532715	873	1027	937	1091
DarkAlchemy_Node_23_Disabled	0.458496	0.501465	0.489746	0.532715	939	1027	1003	1091
DarkAlchemy_Node_23_Mouseover	0.490723	0.501465	0.521973	0.532715	1005	1027	1069	1091
DarkAlchemy_Node_24_Pushed	0.522949	0.501465	0.554199	0.532715	1071	1027	1135	1091
DarkAlchemy_Node_24_Enabled	0.555176	0.501465	0.586426	0.532715	1137	1027	1201	1091
DarkAlchemy_Node_24_Disabled	0.587402	0.501465	0.618652	0.532715	1203	1027	1267	1091
DarkAlchemy_Node_24_Mouseover	0.619629	0.501465	0.650879	0.532715	1269	1027	1333	1091
DarkAlchemy_Node_25_Pushed	0.651855	0.501465	0.683105	0.532715	1335	1027	1399	1091
DarkAlchemy_Node_25_Enabled	0.684082	0.501465	0.715332	0.532715	1401	1027	1465	1091
DarkAlchemy_Node_25_Disabled	0.716309	0.501465	0.747559	0.532715	1467	1027	1531	1091
DarkAlchemy_Node_25_Mouseover	0.748535	0.501465	0.779785	0.532715	1533	1027	1597	1091
DarkAlchemy_Node_26_Pushed	0.780762	0.501465	0.812012	0.532715	1599	1027	1663	1091
DarkAlchemy_Node_26_Enabled	0.812988	0.501465	0.844238	0.532715	1665	1027	1729	1091
DarkAlchemy_Node_26_Disabled	0.845215	0.501465	0.876465	0.532715	1731	1027	1795	1091
DarkAlchemy_Node_26_Mouseover	0.877441	0.501465	0.908691	0.532715	1797	1027	1861	1091
DarkAlchemy_Node_27_Enabled	0.615234	0.288574	0.662109	0.335449	1260	591	1356	687
DarkAlchemy_Node_27_Disabled	0.841797	0.166504	0.888672	0.213379	1724	341	1820	437
DarkAlchemy_Node_27_Mouseover	0.567383	0.288574	0.614258	0.335449	1162	591	1258	687
DarkAlchemy_Node_27_Pushed	0.884766	0.221191	0.931641	0.268066	1812	453	1908	549
DarkAlchemy_Node_28_Enabled	0.950195	0.288574	0.997070	0.335449	1946	591	2042	687
DarkAlchemy_Node_28_Disabled	0.902344	0.288574	0.949219	0.335449	1848	591	1944	687
DarkAlchemy_Node_28_Mouseover	0.854492	0.288574	0.901367	0.335449	1750	591	1846	687
DarkAlchemy_Node_28_Pushed	0.806641	0.288574	0.853516	0.335449	1652	591	1748	687
DarkAlchemy_Node_29_Enabled	0.758789	0.288574	0.805664	0.335449	1554	591	1650	687
DarkAlchemy_Node_29_Disabled	0.710938	0.288574	0.757813	0.335449	1456	591	1552	687
DarkAlchemy_Node_29_Mouseover	0.663086	0.288574	0.709961	0.335449	1358	591	1454	687
DarkAlchemy_Node_29_Pushed	0.793945	0.166504	0.840820	0.213379	1626	341	1722	437
DarkAlchemy_Node_30_Enabled	0.793945	0.118652	0.887695	0.165527	1626	243	1818	339
DarkAlchemy_Node_30_Disabled	0.793945	0.070801	0.887695	0.117676	1626	145	1818	241
DarkAlchemy_Node_30_Mouseover	0.888672	0.070801	0.982422	0.117676	1820	145	2012	241
DarkAlchemy_Node_30_Pushed	0.888672	0.118652	0.982422	0.165527	1820	243	2012	339
